,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh
caudalanteriorcingulate-lh,0.2222222222222222,0.2222222222222222,0.0,0.14814814814814814,0.0,0.2222222222222222,0.0,0.18518518518518517
caudalanteriorcingulate-rh,0.20833333333333334,0.20833333333333334,0.0,0.16666666666666666,0.0,0.20833333333333334,0.0,0.20833333333333334
frontalpole-lh,0.0,0.0,0.36363636363636365,0.0,0.45454545454545453,0.0,0.18181818181818182,0.0
lateralorbitofrontal-lh,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2
medialorbitofrontal-rh,0.0,0.0,0.36363636363636365,0.0,0.45454545454545453,0.0,0.18181818181818182,0.0
parahippocampal-rh,0.2222222222222222,0.2222222222222222,0.0,0.14814814814814814,0.0,0.2222222222222222,0.0,0.18518518518518517
parsorbitalis-rh,0.0,0.0,0.375,0.0,0.375,0.0,0.25,0.0
rostralanteriorcingulate-lh,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2
