,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.9565217391304348,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.3018867924528302,0.025157232704402517,0.06289308176100629,0.0440251572327044,0.22641509433962265,0.24528301886792453,0.09433962264150944
parstriangularis-rh,0.0,0.0449438202247191,0.5617977528089888,0.19101123595505617,0.0,0.0,0.0,0.20224719101123595
rostralmiddlefrontal-lh,0.018867924528301886,0.050314465408805034,0.1069182389937107,0.4716981132075472,0.22012578616352202,0.0440251572327044,0.0880503144654088,0.0
rostralmiddlefrontal-rh,0.0,0.04424778761061947,0.0,0.3185840707964602,0.45132743362831856,0.061946902654867256,0.12389380530973451,0.0
superiorparietal-lh,0.0,0.24,0.0,0.04666666666666667,0.04666666666666667,0.2866666666666667,0.2866666666666667,0.09333333333333334
superiorparietal-rh,0.0,0.22424242424242424,0.0,0.07878787878787878,0.07878787878787878,0.2545454545454545,0.2909090909090909,0.07272727272727272
superiortemporal-rh,0.0,0.1875,0.19791666666666666,0.0,0.0,0.14583333333333334,0.14583333333333334,0.3229166666666667
