,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
frontalpole-rh,0.40943396226415096,0.12075471698113208,0.0,0.12075471698113208,0.0,0.10754716981132076,0.12075471698113208,0.12075471698113208
lateralorbitofrontal-rh,0.050955414012738856,0.26671974522292996,0.10191082802547771,0.21815286624203822,0.0,0.16321656050955413,0.06289808917197452,0.13614649681528662
medialorbitofrontal-lh,0.0,0.20192307692307693,0.27564102564102566,0.20833333333333334,0.057692307692307696,0.1891025641025641,0.0,0.0673076923076923
medialorbitofrontal-rh,0.05419136325148179,0.2286198137171888,0.1100762066045724,0.23539373412362405,0.000846740050804403,0.16003386960203217,0.06689246401354784,0.14394580863674852
parahippocampal-rh,0.0,0.0,0.13043478260869565,0.0,0.8695652173913043,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.061586638830897704,0.2139874739039666,0.12526096033402923,0.19937369519832984,0.0,0.21189979123173278,0.06680584551148225,0.12108559498956159
rostralanteriorcingulate-rh,0.1322314049586777,0.16322314049586778,0.0,0.16322314049586778,0.0,0.128099173553719,0.25,0.16322314049586778
transversetemporal-rh,0.07881773399014778,0.2105911330049261,0.05172413793103448,0.2105911330049261,0.0,0.14285714285714285,0.09729064039408868,0.20812807881773399
