,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,postcentral-lh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-lh
caudalmiddlefrontal-lh,0.6829268292682927,0.3170731707317073,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.0,0.1654320987654321,0.16790123456790124,0.16296296296296298,0.16790123456790124,0.16790123456790124,0.16790123456790124
parstriangularis-rh,0.0,0.0,0.1190893169877408,0.17688266199649738,0.1733800350262697,0.17688266199649738,0.17688266199649738,0.17688266199649738
postcentral-lh,0.0,0.0,0.1021021021021021,0.15165165165165165,0.1966966966966967,0.19369369369369369,0.17717717717717718,0.17867867867867868
precentral-lh,0.0,0.0,0.10225563909774436,0.15338345864661654,0.19097744360902255,0.19398496240601504,0.17894736842105263,0.18045112781954886
rostralmiddlefrontal-lh,0.0,0.0,0.10625,0.159375,0.18125,0.184375,0.184375,0.184375
superiorfrontal-lh,0.0,0.0,0.10559006211180125,0.15838509316770186,0.18167701863354038,0.18478260869565216,0.18478260869565216,0.18478260869565216
