,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-lh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh
caudalmiddlefrontal-lh,0.6176470588235294,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.0,0.17704918032786884,0.10163934426229508,0.18032786885245902,0.18032786885245902,0.18032786885245902,0.18032786885245902
postcentral-lh,0.0,0.0,0.12359550561797752,0.17228464419475656,0.1760299625468165,0.1760299625468165,0.1760299625468165,0.1760299625468165
precentral-lh,0.0,0.0,0.12249443207126949,0.10467706013363029,0.1915367483296214,0.19376391982182628,0.19376391982182628,0.19376391982182628
rostralmiddlefrontal-lh,0.0,0.0,0.09433962264150944,0.08061749571183534,0.14922813036020582,0.23156089193825044,0.23156089193825044,0.21269296740994853
rostralmiddlefrontal-rh,0.0,0.0,0.09466437177280551,0.08089500860585198,0.14974182444061962,0.2306368330464716,0.2306368330464716,0.2134251290877797
superiorfrontal-lh,0.0,0.0,0.09821428571428571,0.08392857142857142,0.15535714285714286,0.22142857142857142,0.22142857142857142,0.21964285714285714
