,Fp1,F3,FT9,C3,FC6,AF7,FC4,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.45,0.0,0.0,0.25,0.3
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.35294117647058826,0.0,0.0,0.29411764705882354,0.35294117647058826
AF8,0.0,0.0,0.0,0.11290322580645161,0.0,0.0,0.08064516129032258,0.8064516129032258
