,Fp1,FC5,C3,FC6,AF7,AF3,FT7,FC4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.49759615384615385,0.0,0.0,0.0,0.0,0.5024038461538461,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0022522522522522522,0.4144144144144144
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.3913857677902622,0.0,0.0,0.0,0.0,0.5692883895131086,0.03932584269662921
FC4,0.0,0.0,0.0,0.4433734939759036,0.0,0.0,0.05542168674698795,0.5012048192771085
