,bankssts-rh,frontalpole-rh,fusiform-lh,lingual-lh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh
bankssts-rh,0.8100558659217877,0.0,0.0,0.09497206703910614,0.0,0.09497206703910614,0.0,0.0
frontalpole-rh,0.0,0.6428571428571429,0.003968253968253968,0.0,0.3531746031746032,0.0,0.0,0.0
fusiform-lh,0.0,0.0075,0.4125,0.26,0.0275,0.24,0.0,0.0525
lingual-lh,0.03164556962025317,0.0,0.23839662447257384,0.35654008438818563,0.006329113924050633,0.33122362869198313,0.0,0.035864978902953586
medialorbitofrontal-lh,0.0,0.33877551020408164,0.036734693877551024,0.004081632653061225,0.6204081632653061,0.0,0.0,0.0
parahippocampal-lh,0.034013605442176874,0.0,0.22675736961451248,0.35147392290249435,0.0,0.36281179138321995,0.0,0.024943310657596373
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.8916666666666667,0.10833333333333334
temporalpole-lh,0.0,0.0,0.09871244635193133,0.09012875536480687,0.0,0.06437768240343347,0.0944206008583691,0.6523605150214592
