,insula-rh,isthmuscingulate-rh,lateraloccipital-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,pericalcarine-rh,temporalpole-rh
insula-rh,0.5714285714285714,0.15384615384615385,0.0,0.02197802197802198,0.0,0.25274725274725274,0.0,0.0
isthmuscingulate-rh,0.10687022900763359,0.5725190839694656,0.0,0.0,0.19083969465648856,0.1297709923664122,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.5980392156862745,0.19607843137254902,0.0,0.0,0.0,0.20588235294117646
lateralorbitofrontal-rh,0.027586206896551724,0.0,0.12413793103448276,0.5586206896551724,0.0,0.0,0.027586206896551724,0.2620689655172414
medialorbitofrontal-rh,0.0,0.421875,0.0,0.0,0.578125,0.0,0.0,0.0
parsorbitalis-rh,0.21,0.13,0.0,0.0,0.0,0.66,0.0,0.0
pericalcarine-rh,0.0,0.045454545454545456,0.0,0.030303030303030304,0.030303030303030304,0.0,0.8787878787878788,0.015151515151515152
temporalpole-rh,0.0,0.0,0.18627450980392157,0.4019607843137255,0.0,0.0,0.029411764705882353,0.38235294117647056
