,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,lingual-lh,lingual-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.3548387096774194,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.3225806451612903
frontalpole-rh,0.3548387096774194,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.3225806451612903
lateraloccipital-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lingual-rh,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.35294117647058826,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.4117647058823529,0.0,0.5882352941176471,0.0
rostralanteriorcingulate-lh,0.3548387096774194,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.3225806451612903
