,frontalpole-lh,frontalpole-rh,fusiform-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.4847328244274809,0.10687022900763359,0.0,0.0,0.030534351145038167,0.0,0.13740458015267176,0.24045801526717558
frontalpole-rh,0.1875,0.63125,0.0,0.0,0.18125,0.0,0.0,0.0
fusiform-rh,0.0,0.0,0.4919908466819222,0.4233409610983982,0.0,0.0,0.08466819221967964,0.0
parahippocampal-rh,0.0,0.0,0.39643652561247217,0.5189309576837416,0.0,0.0,0.0801781737193764,0.004454342984409799
pericalcarine-lh,0.03257328990228013,0.10097719869706841,0.0,0.0,0.6449511400651465,0.22149837133550487,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.2846153846153846,0.7153846153846154,0.0,0.0
rostralanteriorcingulate-rh,0.1323529411764706,0.0,0.1323529411764706,0.13970588235294118,0.0,0.0,0.47794117647058826,0.11764705882352941
temporalpole-rh,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.09686609686609686,0.717948717948718
