,Fp1,FT9,P8,TP10,FT10,Fp2,AF7,AF8
Fp1,0.7115384615384616,0.0,0.0,0.0,0.0,0.28846153846153844,0.0,0.0
FT9,0.0,0.5853658536585366,0.0,0.4146341463414634,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.47680412371134023,0.0,0.5231958762886598,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.5161290322580645,0.0,0.0,0.0,0.0,0.4838709677419355,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
