,Fp1,T7,TP9,Fp2,AFz,F1,P1,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.5375,0.4625,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.436,0.564,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
