,entorhinal-lh,fusiform-lh,inferiortemporal-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,temporalpole-lh,transversetemporal-lh
entorhinal-lh,0.34375,0.0,0.28125,0.0,0.0,0.03125,0.34375,0.0
fusiform-lh,0.0,0.3,0.15,0.175,0.125,0.15,0.0,0.1
inferiortemporal-lh,0.09230769230769231,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.015384615384615385,0.16923076923076924,0.09230769230769231,0.09230769230769231
lingual-lh,0.0,0.21739130434782608,0.043478260869565216,0.30434782608695654,0.21739130434782608,0.13043478260869565,0.0,0.08695652173913043
middletemporal-lh,0.06451612903225806,0.0967741935483871,0.0,0.03225806451612903,0.6451612903225806,0.0,0.16129032258064516,0.0
parahippocampal-lh,0.0,0.21951219512195122,0.21951219512195122,0.12195121951219512,0.0,0.2682926829268293,0.0,0.17073170731707318
temporalpole-lh,0.3157894736842105,0.0,0.23684210526315788,0.0,0.07894736842105263,0.0,0.3684210526315789,0.0
transversetemporal-lh,0.0,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.0,0.23529411764705882,0.0,0.35294117647058826
