,bankssts-rh,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,0.7941176470588235,0.08823529411764706,0.11764705882352941,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.16417910447761194,0.7910447761194029,0.04477611940298507,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.12698412698412698,0.0,0.746031746031746,0.0,0.0,0.0,0.12698412698412698,0.0
frontalpole-rh,0.0,0.0,0.0,0.6216216216216216,0.0,0.36486486486486486,0.013513513513513514,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.3939393939393939,0.0,0.5757575757575758,0.030303030303030304,0.0
rostralanteriorcingulate-rh,0.0,0.06557377049180328,0.06557377049180328,0.0,0.0,0.0,0.7868852459016393,0.08196721311475409
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.9302325581395349
