,caudalanteriorcingulate-lh,caudalmiddlefrontal-lh,entorhinal-lh,fusiform-lh,medialorbitofrontal-rh,parsorbitalis-rh,pericalcarine-lh,temporalpole-lh
caudalanteriorcingulate-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-lh,0.0,0.8484848484848485,0.0,0.0,0.0,0.0,0.15151515151515152,0.0
entorhinal-lh,0.0,0.0,0.66875,0.06875,0.09375,0.0,0.0,0.16875
fusiform-lh,0.0,0.0,0.10101010101010101,0.7676767676767676,0.13131313131313133,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.14615384615384616,0.08461538461538462,0.5923076923076923,0.16923076923076924,0.0,0.007692307692307693
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.12295081967213115,0.8524590163934426,0.0,0.02459016393442623
pericalcarine-lh,0.0,0.16091954022988506,0.0,0.0,0.0,0.0,0.8390804597701149,0.0
temporalpole-lh,0.0,0.0,0.1317365269461078,0.0,0.0,0.03592814371257485,0.0,0.8323353293413174
