,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.5306122448979592,0.0,0.08163265306122448,0.04081632653061224,0.02040816326530612,0.12244897959183673,0.12244897959183673,0.08163265306122448
parstriangularis-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.017045454545454544,0.0,0.3465909090909091,0.17045454545454544,0.1534090909090909,0.16477272727272727,0.056818181818181816,0.09090909090909091
superiorfrontal-rh,0.0392156862745098,0.0,0.20261437908496732,0.2222222222222222,0.20261437908496732,0.2222222222222222,0.0784313725490196,0.032679738562091505
superiorparietal-lh,0.016042780748663103,0.0,0.1443850267379679,0.17647058823529413,0.27807486631016043,0.22459893048128343,0.15508021390374332,0.0053475935828877
superiorparietal-rh,0.030612244897959183,0.0,0.14795918367346939,0.15816326530612246,0.19387755102040816,0.29081632653061223,0.14285714285714285,0.03571428571428571
superiortemporal-lh,0.04827586206896552,0.0,0.05517241379310345,0.06896551724137931,0.20689655172413793,0.20689655172413793,0.33793103448275863,0.07586206896551724
superiortemporal-rh,0.03389830508474576,0.0,0.2033898305084746,0.03389830508474576,0.0,0.0847457627118644,0.13559322033898305,0.5084745762711864
