,fusiform-rh,inferiorparietal-rh,insula-lh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,precuneus-rh,superiorparietal-rh
fusiform-rh,0.175,0.17,0.0,0.125,0.1675,0.175,0.1,0.0875
inferiorparietal-rh,0.12595419847328243,0.17748091603053434,0.007633587786259542,0.15076335877862596,0.16030534351145037,0.15648854961832062,0.1297709923664122,0.0916030534351145
insula-lh,0.009009009009009009,0.07207207207207207,0.6846846846846847,0.05405405405405406,0.05405405405405406,0.0,0.05405405405405406,0.07207207207207207
isthmuscingulate-rh,0.09808102345415778,0.1513859275053305,0.0042643923240938165,0.21961620469083157,0.13219616204690832,0.13859275053304904,0.15778251599147122,0.09808102345415778
lateraloccipital-rh,0.13673469387755102,0.17755102040816326,0.004081632653061225,0.13877551020408163,0.16938775510204082,0.1653061224489796,0.11836734693877551,0.08979591836734693
lingual-rh,0.13953488372093023,0.16913319238900634,0.0,0.14587737843551796,0.160676532769556,0.17547568710359407,0.12473572938689217,0.08456659619450317
precuneus-rh,0.09,0.1525,0.005,0.19,0.13,0.1375,0.18,0.115
superiorparietal-rh,0.109375,0.14375,0.0125,0.15625,0.1375,0.1375,0.15625,0.146875
