,F3,AF7,AF3,TP7,PO7,PO3,POz,AF8
F3,0.9778325123152709,0.0,0.0,0.022167487684729065,0.0,0.0,0.0,0.0
AF7,0.0,0.8632075471698113,0.0,0.0,0.0,0.0,0.0,0.13679245283018868
AF3,0.0,0.002257336343115124,0.5778781038374717,0.0,0.0,0.0,0.002257336343115124,0.417607223476298
TP7,0.008050089445438283,0.0,0.0,0.9919499105545617,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.043478260869565216,0.2664796633941094,0.0,0.0,0.0,0.001402524544179523,0.6886395511921458
