,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.6956521739130435,0.0,0.0,0.0,0.043478260869565216,0.0,0.2608695652173913,0.0
caudalmiddlefrontal-rh,0.0,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.42105263157894735
parsopercularis-lh,0.0425531914893617,0.0,0.5957446808510638,0.0,0.2553191489361702,0.10638297872340426,0.0,0.0
postcentral-lh,0.0,0.0,0.0,0.5833333333333334,0.0,0.4166666666666667,0.0,0.0
rostralmiddlefrontal-lh,0.06666666666666667,0.0,0.3111111111111111,0.0,0.6222222222222222,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.0,0.17391304347826086,0.30434782608695654,0.0,0.5217391304347826,0.0,0.0
superiorparietal-rh,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0
superiortemporal-rh,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
