,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.4,0.25,0.05,0.0,0.0,0.0,0.3,0.0
caudalmiddlefrontal-rh,0.21428571428571427,0.39285714285714285,0.10714285714285714,0.0,0.0,0.07142857142857142,0.14285714285714285,0.07142857142857142
parsopercularis-lh,0.024691358024691357,0.04938271604938271,0.4074074074074074,0.06172839506172839,0.0,0.345679012345679,0.0,0.1111111111111111
parstriangularis-rh,0.0,0.0,0.1282051282051282,0.5897435897435898,0.0,0.1794871794871795,0.0,0.10256410256410256
postcentral-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.022727272727272728,0.045454545454545456,0.3522727272727273,0.07954545454545454,0.0,0.3977272727272727,0.0,0.10227272727272728
superiorparietal-rh,0.2777777777777778,0.16666666666666666,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
superiortemporal-rh,0.0392156862745098,0.058823529411764705,0.1568627450980392,0.0784313725490196,0.0,0.13725490196078433,0.0,0.5294117647058824
