,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh
caudalmiddlefrontal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
caudalmiddlefrontal-rh,0.01592356687898089,0.21656050955414013,0.15605095541401273,0.025477707006369428,0.21656050955414013,0.13694267515923567,0.15605095541401273,0.07643312101910828
parsopercularis-lh,0.01838235294117647,0.17647058823529413,0.17647058823529413,0.029411764705882353,0.17647058823529413,0.15808823529411764,0.17647058823529413,0.08823529411764706
parstriangularis-rh,0.09259259259259259,0.12962962962962962,0.12962962962962962,0.12962962962962962,0.12962962962962962,0.12962962962962962,0.12962962962962962,0.12962962962962962
postcentral-lh,0.016025641025641024,0.21474358974358973,0.15705128205128205,0.02564102564102564,0.21474358974358973,0.13782051282051283,0.15705128205128205,0.07692307692307693
precentral-lh,0.020242914979757085,0.1700404858299595,0.1700404858299595,0.032388663967611336,0.1700404858299595,0.1700404858299595,0.1700404858299595,0.09716599190283401
rostralmiddlefrontal-lh,0.01838235294117647,0.17647058823529413,0.17647058823529413,0.029411764705882353,0.17647058823529413,0.15808823529411764,0.17647058823529413,0.08823529411764706
superiortemporal-lh,0.033112582781456956,0.152317880794702,0.152317880794702,0.052980132450331126,0.152317880794702,0.152317880794702,0.152317880794702,0.152317880794702
