,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF4,F2,FCz
Fz,0.032520325203252036,0.016260162601626018,0.0,0.0,0.04065040650406504,0.04065040650406504,0.032520325203252036,0.0,0.04065040650406504,0.0,0.0,0.04065040650406504,0.0,0.032520325203252036,0.016260162601626018,0.024390243902439025,0.04065040650406504,0.0,0.0,0.04065040650406504,0.016260162601626018,0.0,0.0,0.04065040650406504,0.0,0.04065040650406504,0.04065040650406504,0.032520325203252036,0.032520325203252036,0.016260162601626018,0.0,0.0,0.0,0.0,0.0,0.032520325203252036,0.032520325203252036,0.04065040650406504,0.024390243902439025,0.0,0.008130081300813009,0.0,0.04065040650406504,0.024390243902439025,0.04065040650406504,0.0,0.0,0.04065040650406504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032520325203252036,0.0,0.0,0.032520325203252036,0.0,0.0,0.032520325203252036
F3,0.034482758620689655,0.022988505747126436,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.022988505747126436,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.022988505747126436,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.011494252873563218,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655
F7,0.0,0.0,0.1357142857142857,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.12857142857142856,0.1357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.11428571428571428,0.03571428571428571,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.029411764705882353,0.014705882352941176,0.0,0.0,0.03676470588235294,0.04411764705882353,0.029411764705882353,0.0,0.03676470588235294,0.0,0.0,0.04411764705882353,0.0,0.029411764705882353,0.014705882352941176,0.022058823529411766,0.04411764705882353,0.0,0.0,0.04411764705882353,0.014705882352941176,0.0,0.0,0.04411764705882353,0.0,0.051470588235294115,0.04411764705882353,0.029411764705882353,0.029411764705882353,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.03676470588235294,0.04411764705882353,0.022058823529411766,0.0,0.007352941176470588,0.0,0.04411764705882353,0.022058823529411766,0.04411764705882353,0.0,0.0,0.04411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353
FC1,0.021621621621621623,0.010810810810810811,0.0,0.0,0.032432432432432434,0.05405405405405406,0.021621621621621623,0.0,0.032432432432432434,0.0,0.0,0.05405405405405406,0.0,0.021621621621621623,0.010810810810810811,0.016216216216216217,0.05945945945945946,0.0,0.0,0.04864864864864865,0.010810810810810811,0.0,0.0,0.05405405405405406,0.0,0.06486486486486487,0.05945945945945946,0.021621621621621623,0.021621621621621623,0.010810810810810811,0.0,0.0,0.0,0.0,0.0,0.021621621621621623,0.043243243243243246,0.04864864864864865,0.016216216216216217,0.0,0.005405405405405406,0.0,0.05405405405405406,0.016216216216216217,0.05405405405405406,0.0,0.0,0.04864864864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021621621621621623,0.0,0.0,0.021621621621621623,0.0,0.0,0.021621621621621623
C3,0.032520325203252036,0.016260162601626018,0.0,0.0,0.04065040650406504,0.04065040650406504,0.032520325203252036,0.0,0.04065040650406504,0.0,0.0,0.04065040650406504,0.0,0.032520325203252036,0.016260162601626018,0.024390243902439025,0.04065040650406504,0.0,0.0,0.04065040650406504,0.016260162601626018,0.0,0.0,0.04065040650406504,0.0,0.04065040650406504,0.04065040650406504,0.032520325203252036,0.032520325203252036,0.016260162601626018,0.0,0.0,0.0,0.0,0.0,0.032520325203252036,0.032520325203252036,0.04065040650406504,0.024390243902439025,0.0,0.008130081300813009,0.0,0.04065040650406504,0.024390243902439025,0.04065040650406504,0.0,0.0,0.04065040650406504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032520325203252036,0.0,0.0,0.032520325203252036,0.0,0.0,0.032520325203252036
T7,0.0,0.0,0.12698412698412698,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07936507936507936,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.12698412698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.1111111111111111,0.03968253968253968,0.0,0.0,0.0,0.0
TP9,0.029411764705882353,0.014705882352941176,0.0,0.0,0.03676470588235294,0.04411764705882353,0.029411764705882353,0.0,0.03676470588235294,0.0,0.0,0.04411764705882353,0.0,0.029411764705882353,0.014705882352941176,0.022058823529411766,0.04411764705882353,0.0,0.0,0.04411764705882353,0.014705882352941176,0.0,0.0,0.04411764705882353,0.0,0.051470588235294115,0.04411764705882353,0.029411764705882353,0.029411764705882353,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.03676470588235294,0.04411764705882353,0.022058823529411766,0.0,0.007352941176470588,0.0,0.04411764705882353,0.022058823529411766,0.04411764705882353,0.0,0.0,0.04411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
