,bankssts-lh,frontalpole-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-lh,0.6341463414634146,0.054878048780487805,0.0,0.1402439024390244,0.08536585365853659,0.08536585365853659,0.0,0.0
frontalpole-lh,0.06285714285714286,0.6285714285714286,0.30857142857142855,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.24472573839662448,0.7552742616033755,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.040783034257748776,0.0,0.0,0.3898858075040783,0.17128874388254486,0.3164763458401305,0.08156606851549755,0.0
medialorbitofrontal-lh,0.03211009174311927,0.0,0.0,0.23853211009174313,0.47477064220183485,0.23853211009174313,0.016055045871559634,0.0
rostralanteriorcingulate-lh,0.027586206896551724,0.0,0.0,0.3310344827586207,0.17758620689655172,0.3913793103448276,0.07241379310344828,0.0
rostralanteriorcingulate-rh,0.0035460992907801418,0.0,0.0,0.20212765957446807,0.031914893617021274,0.1773049645390071,0.5851063829787234,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
