,frontalpole-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,medialorbitofrontal-rh,middletemporal-lh,parahippocampal-lh,transversetemporal-lh
frontalpole-lh,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.0
inferiortemporal-lh,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.3076923076923077,0.0
isthmuscingulate-rh,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.3076923076923077,0.0
lingual-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
middletemporal-lh,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
parahippocampal-lh,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.3076923076923077,0.0
transversetemporal-lh,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0
