,caudalmiddlefrontal-rh,entorhinal-rh,frontalpole-lh,frontalpole-rh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalmiddlefrontal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-rh,0.0,0.45588235294117646,0.17647058823529413,0.16911764705882354,0.08088235294117647,0.0,0.04411764705882353,0.07352941176470588
frontalpole-lh,0.0,0.11695906432748537,0.47953216374269003,0.19298245614035087,0.0,0.0,0.017543859649122806,0.19298245614035087
frontalpole-rh,0.0,0.15483870967741936,0.27741935483870966,0.3419354838709677,0.0,0.0,0.07741935483870968,0.14838709677419354
parahippocampal-rh,0.0,0.10191082802547771,0.0,0.006369426751592357,0.6751592356687898,0.14012738853503184,0.07643312101910828,0.0
parsorbitalis-lh,0.0,0.013888888888888888,0.0,0.0,0.14583333333333334,0.6666666666666666,0.1597222222222222,0.013888888888888888
rostralanteriorcingulate-lh,0.0,0.07246376811594203,0.057971014492753624,0.12318840579710146,0.043478260869565216,0.10144927536231885,0.5797101449275363,0.021739130434782608
rostralanteriorcingulate-rh,0.0,0.04054054054054054,0.16891891891891891,0.10135135135135136,0.013513513513513514,0.04054054054054054,0.0,0.6351351351351351
