,cuneus-lh,frontalpole-lh,fusiform-rh,insula-rh,lateraloccipital-rh,lateralorbitofrontal-rh,temporalpole-lh,transversetemporal-rh
cuneus-lh,0.625,0.0,0.0,0.25,0.0,0.05555555555555555,0.0,0.06944444444444445
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.0,0.7076923076923077,0.0,0.13846153846153847,0.0,0.0,0.15384615384615385
insula-rh,0.23376623376623376,0.0,0.0,0.5454545454545454,0.0,0.07792207792207792,0.07792207792207792,0.06493506493506493
lateraloccipital-rh,0.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0,0.0,0.0
lateralorbitofrontal-rh,0.07407407407407407,0.0,0.0,0.18518518518518517,0.0,0.5555555555555556,0.018518518518518517,0.16666666666666666
temporalpole-lh,0.0,0.0,0.0,0.0392156862745098,0.0,0.09803921568627451,0.6274509803921569,0.23529411764705882
transversetemporal-rh,0.056179775280898875,0.0,0.0898876404494382,0.056179775280898875,0.02247191011235955,0.12359550561797752,0.0898876404494382,0.5617977528089888
