,FT9,TP9,O1,F8,Fp2,AF7,AFz,AF8
FT9,0.9637681159420289,0.0,0.0,0.0,0.0,0.0,0.0,0.036231884057971016
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.006263048016701462,0.0,0.0,0.04175365344467641,0.0,0.0,0.0,0.9519832985386222
