,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.1404399323181049,0.0,0.0,0.0,0.0,0.0,0.0,0.05668358714043993,0.0,0.0,0.0,0.0,0.0,0.0,0.01353637901861252,0.0,0.09813874788494077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05499153976311337,0.0,0.12859560067681894,0.0,0.0,0.0,0.03299492385786802,0.0,0.0,0.02961082910321489,0.0,0.0,0.0,0.08714043993231811,0.0,0.0,0.0,0.0,0.06006768189509306,0.0,0.0,0.05752961082910321,0.05499153976311337,0.0,0.0,0.0,0.13790186125211507,0.047377326565143825,0.0,0.0
Fz,0.0,0.05166270783847981,0.04928741092636579,0.032066508313539195,0.04513064133016627,0.0023752969121140144,0.04453681710213777,0.0,0.0,0.0,0.0,0.0,0.029691211401425176,0.0,0.0,0.039192399049881234,0.0,0.0,0.0,0.0,0.0059382422802850355,0.0498812351543943,0.04631828978622328,0.0011876484560570072,0.0011876484560570072,0.0,0.040973871733966744,0.02315914489311164,0.05166270783847981,0.0,0.0,0.048693586698337295,0.0,0.04334916864608076,0.029097387173396674,0.0,0.0,0.0017814726840855108,0.04156769596199525,0.0,0.03859857482185273,0.020190023752969122,0.006532066508313539,0.0,0.04809976247030879,0.02672209026128266,0.0,0.005344418052256532,0.0,0.037410926365795724,0.0,0.0,0.0,0.0059382422802850355,0.03622327790973872,0.02315914489311164,0.0,0.0,0.0510688836104513,0.021971496437054632
F3,0.0,0.04519774011299435,0.05875706214689266,0.030508474576271188,0.04519774011299435,0.0022598870056497176,0.04406779661016949,0.0,0.0,0.0,0.0,0.0,0.02824858757062147,0.0,0.0,0.03728813559322034,0.0,0.0,0.0,0.0,0.005649717514124294,0.05084745762711865,0.04915254237288136,0.0011299435028248588,0.0011299435028248588,0.0,0.0384180790960452,0.022033898305084745,0.05141242937853107,0.0,0.0,0.05367231638418079,0.0,0.04124293785310734,0.02768361581920904,0.0,0.0,0.001694915254237288,0.04180790960451977,0.0,0.03728813559322034,0.021468926553672316,0.006779661016949152,0.0,0.04858757062146893,0.025423728813559324,0.0,0.005084745762711864,0.0,0.03615819209039548,0.0,0.0,0.0,0.005649717514124294,0.03446327683615819,0.022033898305084745,0.0,0.0,0.05875706214689266,0.020903954802259886
F7,0.0,0.04263565891472868,0.04263565891472868,0.04108527131782946,0.04263565891472868,0.0031007751937984496,0.04263565891472868,0.0,0.0,0.0,0.0,0.0,0.03643410852713178,0.0,0.0,0.04108527131782946,0.0,0.0,0.0,0.0,0.007751937984496124,0.04263565891472868,0.04263565891472868,0.0015503875968992248,0.0015503875968992248,0.0,0.04186046511627907,0.02248062015503876,0.04263565891472868,0.0,0.0,0.04263565891472868,0.0,0.04263565891472868,0.03643410852713178,0.0,0.0,0.002325581395348837,0.04263565891472868,0.0,0.04263565891472868,0.017829457364341085,0.006201550387596899,0.0,0.04263565891472868,0.03178294573643411,0.0,0.006201550387596899,0.0,0.040310077519379844,0.0,0.0,0.0,0.006201550387596899,0.04263565891472868,0.030232558139534883,0.0,0.0,0.04263565891472868,0.02868217054263566
FT9,0.0,0.044930176077717064,0.04918032786885246,0.03278688524590164,0.04796599878567092,0.0024286581663630845,0.04553734061930783,0.0,0.0,0.0,0.0,0.0,0.030358227079538554,0.0,0.0,0.03825136612021858,0.0,0.0,0.0,0.0,0.006071645415907711,0.048573163327261686,0.04918032786885246,0.0012143290831815423,0.0012143290831815423,0.0,0.03764420157862781,0.022465088038858532,0.04918032786885246,0.0,0.0,0.04918032786885246,0.0,0.04432301153612629,0.029751062537947785,0.0,0.0,0.0018214936247723133,0.042501517911353974,0.0,0.03946569520340012,0.0230722525804493,0.006678809957498482,0.0,0.046751669702489375,0.0273224043715847,0.0,0.00546448087431694,0.0,0.03825136612021858,0.0,0.0,0.0,0.006071645415907711,0.037037037037037035,0.023679417122040074,0.0,0.0,0.04918032786885246,0.022465088038858532
FC5,0.0,0.033112582781456956,0.033112582781456956,0.033112582781456956,0.033112582781456956,0.026490066225165563,0.033112582781456956,0.0,0.0,0.0,0.0,0.0,0.033112582781456956,0.0,0.0,0.033112582781456956,0.0,0.0,0.0,0.0,0.026490066225165563,0.033112582781456956,0.033112582781456956,0.013245033112582781,0.013245033112582781,0.0,0.033112582781456956,0.026490066225165563,0.033112582781456956,0.0,0.0,0.033112582781456956,0.0,0.033112582781456956,0.033112582781456956,0.0,0.0,0.019867549668874173,0.033112582781456956,0.0,0.033112582781456956,0.033112582781456956,0.033112582781456956,0.0,0.033112582781456956,0.033112582781456956,0.0,0.033112582781456956,0.0,0.033112582781456956,0.0,0.0,0.0,0.033112582781456956,0.033112582781456956,0.019867549668874173,0.0,0.0,0.033112582781456956,0.026490066225165563
FC1,0.0,0.04436229205175601,0.04867529266789895,0.033271719038817,0.04559457794208256,0.0024645717806531116,0.0474430067775724,0.0,0.0,0.0,0.0,0.0,0.030807147258163893,0.0,0.0,0.03758471965495995,0.0,0.0,0.0,0.0,0.0061614294516327784,0.04867529266789895,0.04867529266789895,0.0012322858903265558,0.0012322858903265558,0.0,0.036968576709796676,0.021565003080714726,0.04805914972273567,0.0,0.0,0.04805914972273567,0.0,0.04436229205175601,0.030191004313000615,0.0,0.0,0.0018484288354898336,0.04436229205175601,0.0,0.04004929143561306,0.021565003080714726,0.0073937153419593345,0.0,0.04867529266789895,0.027726432532347505,0.0,0.005545286506469501,0.0,0.03820086260012323,0.0,0.0,0.0,0.0061614294516327784,0.03758471965495995,0.024029574861367836,0.0,0.0,0.04867529266789895,0.02279728897104128
C3,0.08481012658227848,0.0,0.0,0.0,0.0,0.0,0.0,0.08354430379746836,0.0,0.0,0.0,0.0,0.0,0.0,0.020253164556962026,0.0,0.08481012658227848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07848101265822785,0.0,0.08481012658227848,0.0,0.0,0.0,0.049367088607594936,0.0,0.0,0.04430379746835443,0.0,0.0,0.0,0.08481012658227848,0.0,0.0,0.0,0.0,0.07974683544303797,0.0,0.0,0.0759493670886076,0.07341772151898734,0.0,0.0,0.0,0.08481012658227848,0.07088607594936709,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.0,0.030303030303030304,0.030303030303030304
Pz,0.0,0.04079933388842631,0.042464612822647796,0.038301415487094086,0.04079933388842631,0.0033305578684429643,0.042464612822647796,0.0,0.0,0.0,0.0,0.0,0.04079933388842631,0.0,0.0,0.04079933388842631,0.0,0.0,0.0,0.0,0.00832639467110741,0.042464612822647796,0.042464612822647796,0.0016652789342214821,0.0016652789342214821,0.0,0.03913405495420483,0.02164862614487927,0.042464612822647796,0.0,0.0,0.042464612822647796,0.0,0.03996669442131557,0.03663613655287261,0.0,0.0,0.002497918401332223,0.042464612822647796,0.0,0.042464612822647796,0.01582014987510408,0.009991673605328892,0.0,0.042464612822647796,0.0324729392173189,0.0,0.00749375520399667,0.0,0.042464612822647796,0.0,0.0,0.0,0.00832639467110741,0.04079933388842631,0.03164029975020816,0.0,0.0,0.042464612822647796,0.02997502081598668
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
