,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,paracentral-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.1568627450980392,0.09803921568627451,0.09803921568627451,0.11764705882352941,0.09803921568627451,0.13725490196078433,0.1568627450980392,0.13725490196078433
frontalpole-lh,0.125,0.125,0.125,0.14285714285714285,0.125,0.125,0.10714285714285714,0.125
frontalpole-rh,0.125,0.125,0.125,0.14285714285714285,0.125,0.125,0.10714285714285714,0.125
lateralorbitofrontal-lh,0.14285714285714285,0.10714285714285714,0.10714285714285714,0.125,0.10714285714285714,0.14285714285714285,0.125,0.14285714285714285
lateralorbitofrontal-rh,0.125,0.125,0.125,0.14285714285714285,0.125,0.125,0.10714285714285714,0.125
paracentral-lh,0.1568627450980392,0.09803921568627451,0.09803921568627451,0.11764705882352941,0.09803921568627451,0.13725490196078433,0.1568627450980392,0.13725490196078433
rostralanteriorcingulate-lh,0.16279069767441862,0.09302325581395349,0.09302325581395349,0.11627906976744186,0.09302325581395349,0.13953488372093023,0.16279069767441862,0.13953488372093023
rostralanteriorcingulate-rh,0.1568627450980392,0.09803921568627451,0.09803921568627451,0.11764705882352941,0.09803921568627451,0.13725490196078433,0.1568627450980392,0.13725490196078433
