,cuneus-lh,cuneus-rh,isthmuscingulate-rh,lateraloccipital-lh,paracentral-lh,pericalcarine-lh,temporalpole-rh,transversetemporal-rh
cuneus-lh,0.41044776119402987,0.1044776119402985,0.007462686567164179,0.17164179104477612,0.0,0.2537313432835821,0.0,0.05223880597014925
cuneus-rh,0.06535947712418301,0.32679738562091504,0.26143790849673204,0.2875816993464052,0.0,0.058823529411764705,0.0,0.0
isthmuscingulate-rh,0.0,0.16143497757847533,0.34080717488789236,0.2556053811659193,0.10762331838565023,0.13452914798206278,0.0,0.0
lateraloccipital-lh,0.08679245283018867,0.16981132075471697,0.21509433962264152,0.3283018867924528,0.052830188679245285,0.1471698113207547,0.0,0.0
paracentral-lh,0.0,0.0,0.22580645161290322,0.14516129032258066,0.41935483870967744,0.20967741935483872,0.0,0.0
pericalcarine-lh,0.16964285714285715,0.05803571428571429,0.13392857142857142,0.20982142857142858,0.09821428571428571,0.33035714285714285,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.8392857142857143,0.16071428571428573
transversetemporal-rh,0.08196721311475409,0.0,0.0,0.0,0.0,0.0,0.11475409836065574,0.8032786885245902
