,cuneus-lh,cuneus-rh,frontalpole-lh,fusiform-rh,isthmuscingulate-rh,parahippocampal-rh,parsopercularis-rh,pericalcarine-rh
cuneus-lh,0.31137724550898205,0.30538922155688625,0.0,0.12574850299401197,0.0,0.0,0.0,0.25748502994011974
cuneus-rh,0.28402366863905326,0.30177514792899407,0.0,0.14201183431952663,0.0,0.0,0.0,0.27218934911242604
frontalpole-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.10179640718562874,0.11976047904191617,0.0,0.3772455089820359,0.0,0.2215568862275449,0.0,0.17964071856287425
isthmuscingulate-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.43529411764705883,0.0,0.5647058823529412,0.0,0.0
parsopercularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
pericalcarine-rh,0.23780487804878048,0.25609756097560976,0.0,0.18292682926829268,0.0,0.0,0.0,0.3231707317073171
