,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,paracentral-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.6638452237001209,0.06408706166868199,0.22370012091898428,0.0,0.012091898428053204,0.0,0.009673518742442563,0.026602176541717048
frontalpole-rh,0.05828571428571429,0.6022857142857143,0.07428571428571429,0.16228571428571428,0.022857142857142857,0.009142857142857144,0.061714285714285715,0.009142857142857144
medialorbitofrontal-lh,0.19137749737118823,0.06414300736067298,0.5173501577287066,0.08412197686645637,0.026288117770767613,0.014721345951629864,0.0904311251314406,0.011566771819137749
medialorbitofrontal-rh,0.0,0.13807982740021574,0.09061488673139159,0.5361380798274002,0.036677454153182305,0.02696871628910464,0.1121898597626753,0.0593311758360302
paracentral-rh,0.015895953757225433,0.03468208092485549,0.04190751445086705,0.05491329479768786,0.7976878612716763,0.010115606936416185,0.015895953757225433,0.028901734104046242
parahippocampal-lh,0.0,0.01073345259391771,0.017889087656529516,0.044722719141323794,0.012522361359570662,0.8067978533094812,0.1001788908765653,0.007155635062611807
rostralanteriorcingulate-lh,0.0045045045045045045,0.05630630630630631,0.08333333333333333,0.11261261261261261,0.010135135135135136,0.06756756756756757,0.5653153153153153,0.10022522522522523
rostralanteriorcingulate-rh,0.03554868624420402,0.017001545595054096,0.017001545595054096,0.05873261205564142,0.02472952086553323,0.0030911901081916537,0.12210200927357033,0.7217928902627512
