,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-rh,parstriangularis-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.41219768664563616,0.2744479495268139,0.11356466876971609,0.0,0.07676130389064142,0.007360672975814932,0.05152471083070452,0.06414300736067298
caudalanteriorcingulate-rh,0.29304446978335236,0.41961231470923605,0.10148232611174458,0.0,0.05131128848346636,0.021664766248574687,0.03420752565564424,0.07867730900798175
frontalpole-lh,0.13179190751445086,0.10057803468208093,0.5421965317919075,0.013872832369942197,0.024277456647398842,0.028901734104046242,0.1375722543352601,0.020809248554913295
frontalpole-rh,0.0,0.0,0.019138755980861243,0.6379585326953748,0.3189792663476874,0.001594896331738437,0.022328548644338118,0.0
medialorbitofrontal-lh,0.0696969696969697,0.045454545454545456,0.01818181818181818,0.2111111111111111,0.5393939393939394,0.0,0.020202020202020204,0.09595959595959595
parahippocampal-rh,0.0071633237822349575,0.027220630372492838,0.04154727793696275,0.0,0.0,0.8810888252148997,0.04297994269340974,0.0
parstriangularis-rh,0.05541871921182266,0.03201970443349754,0.1539408866995074,0.01847290640394089,0.022167487684729065,0.03201970443349754,0.666256157635468,0.019704433497536946
temporalpole-rh,0.08556832694763729,0.09067688378033206,0.02554278416347382,0.0,0.12132822477650064,0.0,0.02554278416347382,0.6513409961685823
