,bankssts-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,lingual-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.35
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0
medialorbitofrontal-rh,0.0,0.08695652173913043,0.0,0.0,0.0,0.08695652173913043,0.4782608695652174,0.34782608695652173
rostralanteriorcingulate-rh,0.0,0.32142857142857145,0.0,0.0,0.0,0.0,0.21428571428571427,0.4642857142857143
