,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.26153846153846155,0.25384615384615383,0.0,0.0,0.2153846153846154,0.0,0.0,0.2692307692307692
inferiorparietal-rh,0.2564102564102564,0.26495726495726496,0.0,0.0,0.20512820512820512,0.0,0.0,0.27350427350427353
parsopercularis-lh,0.0,0.0,0.8333333333333334,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
parstriangularis-rh,0.020833333333333332,0.0,0.0,0.5833333333333334,0.041666666666666664,0.0,0.3541666666666667,0.0
superiorfrontal-lh,0.2605042016806723,0.23529411764705882,0.0,0.0,0.25210084033613445,0.0,0.0,0.25210084033613445
superiorfrontal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiortemporal-rh,0.0,0.0,0.0,0.5294117647058824,0.0,0.0,0.47058823529411764,0.0
supramarginal-rh,0.25757575757575757,0.24242424242424243,0.0,0.0,0.21212121212121213,0.0,0.0,0.2878787878787879
