,isthmuscingulate-rh,medialorbitofrontal-lh,parsopercularis-lh,parsorbitalis-lh,posteriorcingulate-rh,temporalpole-rh,transversetemporal-lh,transversetemporal-rh
isthmuscingulate-rh,0.5,0.1111111111111111,0.0,0.0,0.3888888888888889,0.0,0.0,0.0
medialorbitofrontal-lh,0.08695652173913043,0.4927536231884058,0.10144927536231885,0.07246376811594203,0.08695652173913043,0.0,0.0,0.15942028985507245
parsopercularis-lh,0.0,0.08196721311475409,0.39344262295081966,0.09836065573770492,0.13114754098360656,0.0,0.0,0.29508196721311475
parsorbitalis-lh,0.0,0.023809523809523808,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.0,0.0,0.21428571428571427
posteriorcingulate-rh,0.2535211267605634,0.056338028169014086,0.056338028169014086,0.08450704225352113,0.43661971830985913,0.0,0.07042253521126761,0.04225352112676056
temporalpole-rh,0.0,0.029411764705882353,0.11764705882352941,0.0,0.0,0.6470588235294118,0.08823529411764706,0.11764705882352941
transversetemporal-lh,0.0,0.0,0.0,0.0,0.07317073170731707,0.17073170731707318,0.7560975609756098,0.0
transversetemporal-rh,0.0,0.09722222222222222,0.2777777777777778,0.18055555555555555,0.09722222222222222,0.013888888888888888,0.0,0.3333333333333333
