,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,medialorbitofrontal-lh,paracentral-rh,parstriangularis-rh,rostralanteriorcingulate-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.30660377358490565,0.2783018867924528,0.0,0.10377358490566038,0.0,0.0,0.14150943396226415,0.16981132075471697
caudalanteriorcingulate-rh,0.2644230769230769,0.3173076923076923,0.0,0.057692307692307696,0.0,0.038461538461538464,0.1971153846153846,0.125
frontalpole-lh,0.0,0.0,0.6818181818181818,0.0,0.0,0.3181818181818182,0.0,0.0
medialorbitofrontal-lh,0.17218543046357615,0.10596026490066225,0.0,0.44370860927152317,0.0,0.0,0.0,0.2781456953642384
paracentral-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.03305785123966942,0.256198347107438,0.0,0.0,0.5289256198347108,0.18181818181818182,0.0
rostralanteriorcingulate-lh,0.14942528735632185,0.21264367816091953,0.005747126436781609,0.0,0.0,0.14942528735632185,0.4827586206896552,0.0
temporalpole-rh,0.21739130434782608,0.16304347826086957,0.0,0.21195652173913043,0.0,0.0,0.010869565217391304,0.3967391304347826
