,bankssts-rh,caudalmiddlefrontal-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,posteriorcingulate-lh,temporalpole-lh,temporalpole-rh
bankssts-rh,0.7098765432098766,0.0,0.08024691358024691,0.09876543209876543,0.04938271604938271,0.0,0.024691358024691357,0.037037037037037035
caudalmiddlefrontal-lh,0.0,0.9045226130653267,0.0,0.0,0.0,0.0,0.09547738693467336,0.0
frontalpole-rh,0.02619047619047619,0.0,0.36666666666666664,0.16904761904761906,0.3047619047619048,0.0,0.05238095238095238,0.08095238095238096
medialorbitofrontal-lh,0.0627177700348432,0.0,0.27177700348432055,0.397212543554007,0.1986062717770035,0.0,0.0,0.06968641114982578
medialorbitofrontal-rh,0.015113350125944584,0.0,0.30982367758186397,0.12342569269521411,0.3929471032745592,0.0,0.05037783375314862,0.10831234256926953
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-lh,0.02575107296137339,0.09012875536480687,0.07725321888412018,0.0,0.06866952789699571,0.0,0.6995708154506438,0.03862660944206009
temporalpole-rh,0.013937282229965157,0.0,0.10452961672473868,0.0627177700348432,0.13588850174216027,0.0,0.0313588850174216,0.6515679442508711
