,cuneus-rh,frontalpole-lh,frontalpole-rh,parsopercularis-lh,parsorbitalis-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
cuneus-rh,0.9183673469387755,0.03571428571428571,0.015306122448979591,0.0,0.0,0.030612244897959183,0.0,0.0
frontalpole-lh,0.021052631578947368,0.6863157894736842,0.12842105263157894,0.04631578947368421,0.035789473684210524,0.08210526315789474,0.0,0.0
frontalpole-rh,0.02054794520547945,0.14383561643835616,0.7671232876712328,0.0091324200913242,0.02054794520547945,0.0182648401826484,0.0,0.02054794520547945
parsopercularis-lh,0.0,0.09183673469387756,0.013605442176870748,0.5884353741496599,0.1564625850340136,0.11904761904761904,0.030612244897959183,0.0
parsorbitalis-lh,0.0,0.033482142857142856,0.017857142857142856,0.109375,0.671875,0.0625,0.10491071428571429,0.0
rostralanteriorcingulate-rh,0.023952095808383235,0.08982035928143713,0.05089820359281437,0.10479041916167664,0.08383233532934131,0.5748502994011976,0.0718562874251497,0.0
temporalpole-lh,0.0,0.0,0.0,0.0365296803652968,0.2648401826484018,0.1141552511415525,0.5844748858447488,0.0
temporalpole-rh,0.0,0.0,0.051587301587301584,0.0,0.0,0.0,0.0,0.9484126984126984
