,P7,AF7,AF3,TP7,P5,PO7,PO3,F6
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.4864864864864865,0.0,0.0,0.0,0.5135135135135135,0.0
TP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.9130434782608695,0.0,0.08695652173913043
PO3,0.0,0.0,0.18095238095238095,0.0,0.0,0.0,0.819047619047619,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.47368421052631576
