,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
entorhinal-lh,0.5910987482614742,0.03616133518776078,0.027816411682892908,0.006954102920723227,0.0737134909596662,0.08484005563282336,0.043115438108484005,0.13630041724617525
frontalpole-lh,0.039568345323741004,0.6276978417266187,0.12949640287769784,0.06654676258992806,0.06654676258992806,0.02158273381294964,0.0,0.048561151079136694
frontalpole-rh,0.03616636528028933,0.13562386980108498,0.5641952983725136,0.12296564195298372,0.0650994575045208,0.012658227848101266,0.0,0.06329113924050633
medialorbitofrontal-lh,0.014084507042253521,0.06639839034205232,0.12877263581488935,0.6237424547283702,0.08853118712273642,0.02414486921529175,0.02012072434607646,0.03420523138832998
rostralanteriorcingulate-rh,0.07777777777777778,0.05238095238095238,0.047619047619047616,0.07777777777777778,0.6142857142857143,0.026984126984126985,0.07936507936507936,0.023809523809523808
temporalpole-lh,0.09702660406885759,0.025039123630672927,0.02190923317683881,0.02190923317683881,0.028169014084507043,0.6118935837245696,0.11580594679186229,0.0782472613458529
temporalpole-rh,0.0578125,0.0,0.0,0.0125,0.071875,0.1171875,0.69375,0.046875
transversetemporal-lh,0.16065573770491803,0.047540983606557376,0.060655737704918035,0.03442622950819672,0.02459016393442623,0.06229508196721312,0.03934426229508197,0.5704918032786885
