,F3,FC6,FC2,AF7,F1,F5,FC4,FCz
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.6326530612244898,0.0,0.0,0.0,0.3673469387755102
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,0.4888888888888889,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.502262443438914,0.497737556561086,0.0
FCz,0.0,0.0,0.0,0.47863247863247865,0.0,0.0,0.0,0.5213675213675214
