,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,superiortemporal-lh,supramarginal-rh
parsopercularis-lh,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0
parstriangularis-rh,0.0,0.2302158273381295,0.14388489208633093,0.14388489208633093,0.14388489208633093,0.1366906474820144,0.05755395683453238,0.14388489208633093
postcentral-lh,0.0,0.136986301369863,0.1780821917808219,0.17123287671232876,0.1780821917808219,0.17123287671232876,0.0,0.1643835616438356
postcentral-rh,0.0,0.14189189189189189,0.17567567567567569,0.16891891891891891,0.17567567567567569,0.16891891891891891,0.0,0.16891891891891891
precentral-lh,0.0,0.136986301369863,0.1780821917808219,0.17123287671232876,0.1780821917808219,0.17123287671232876,0.0,0.1643835616438356
precentral-rh,0.0,0.14285714285714285,0.17532467532467533,0.16883116883116883,0.17532467532467533,0.16883116883116883,0.0,0.16883116883116883
superiortemporal-lh,0.24324324324324326,0.1891891891891892,0.0,0.0,0.0,0.0,0.5675675675675675,0.0
supramarginal-rh,0.0,0.1476510067114094,0.174496644295302,0.16778523489932887,0.174496644295302,0.16778523489932887,0.0,0.16778523489932887
