,parsopercularis-lh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-rh
parsopercularis-lh,0.4935064935064935,0.0,0.0,0.0,0.0,0.07792207792207792,0.35064935064935066,0.07792207792207792
postcentral-lh,0.0,0.17985611510791366,0.16546762589928057,0.17985611510791366,0.16546762589928057,0.1510791366906475,0.0,0.15827338129496402
postcentral-rh,0.0,0.18181818181818182,0.16783216783216784,0.17482517482517482,0.16783216783216784,0.14685314685314685,0.0,0.16083916083916083
precentral-lh,0.0,0.17829457364341086,0.16279069767441862,0.18604651162790697,0.16279069767441862,0.15503875968992248,0.0,0.15503875968992248
precentral-rh,0.0,0.17391304347826086,0.16666666666666666,0.16666666666666666,0.17391304347826086,0.15217391304347827,0.0,0.16666666666666666
rostralmiddlefrontal-rh,0.044444444444444446,0.14074074074074075,0.13333333333333333,0.14074074074074075,0.14074074074074075,0.21481481481481482,0.0,0.18518518518518517
superiortemporal-lh,0.40298507462686567,0.0,0.0,0.0,0.0,0.0,0.5970149253731343,0.0
supramarginal-rh,0.03289473684210526,0.1513157894736842,0.14473684210526316,0.1513157894736842,0.1513157894736842,0.18421052631578946,0.0,0.18421052631578946
