,entorhinal-lh,frontalpole-lh,fusiform-lh,inferiortemporal-lh,medialorbitofrontal-lh,parahippocampal-lh,temporalpole-lh,transversetemporal-lh
entorhinal-lh,0.3700787401574803,0.06299212598425197,0.14960629921259844,0.14173228346456693,0.05511811023622047,0.1889763779527559,0.031496062992125984,0.0
frontalpole-lh,0.07079646017699115,0.48672566371681414,0.1415929203539823,0.13274336283185842,0.1504424778761062,0.0,0.0,0.017699115044247787
fusiform-lh,0.13368983957219252,0.0962566844919786,0.40641711229946526,0.0374331550802139,0.0106951871657754,0.17647058823529413,0.13903743315508021,0.0
inferiortemporal-lh,0.13675213675213677,0.1111111111111111,0.05982905982905983,0.5042735042735043,0.10256410256410256,0.008547008547008548,0.0,0.07692307692307693
medialorbitofrontal-lh,0.04807692307692308,0.125,0.0,0.09615384615384616,0.4326923076923077,0.057692307692307696,0.0,0.2403846153846154
parahippocampal-lh,0.17834394904458598,0.0,0.18471337579617833,0.01910828025477707,0.025477707006369428,0.3885350318471338,0.10191082802547771,0.10191082802547771
temporalpole-lh,0.07142857142857142,0.0,0.25,0.0,0.0,0.17857142857142858,0.49107142857142855,0.008928571428571428
transversetemporal-lh,0.0,0.0,0.0,0.05154639175257732,0.21649484536082475,0.20618556701030927,0.030927835051546393,0.4948453608247423
