,fusiform-rh,inferiortemporal-rh,lateraloccipital-lh,lateralorbitofrontal-rh,parahippocampal-rh,parsopercularis-rh,parsorbitalis-rh,rostralanteriorcingulate-lh
fusiform-rh,0.5063291139240507,0.25316455696202533,0.0,0.0,0.13924050632911392,0.08860759493670886,0.012658227848101266,0.0
inferiortemporal-rh,0.08080808080808081,0.4696969696969697,0.0,0.020202020202020204,0.2676767676767677,0.0,0.06060606060606061,0.10101010101010101
lateraloccipital-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.06451612903225806,0.0,0.44086021505376344,0.07526881720430108,0.053763440860215055,0.3655913978494624,0.0
parahippocampal-rh,0.03825136612021858,0.29508196721311475,0.0,0.0273224043715847,0.48633879781420764,0.0,0.15300546448087432,0.0
parsopercularis-rh,0.125,0.0,0.0,0.09722222222222222,0.0,0.5555555555555556,0.1388888888888889,0.08333333333333333
parsorbitalis-rh,0.0,0.06802721088435375,0.0,0.25170068027210885,0.17687074829931973,0.05442176870748299,0.4489795918367347,0.0
rostralanteriorcingulate-lh,0.0,0.19318181818181818,0.0,0.0,0.0,0.09090909090909091,0.0,0.7159090909090909
