,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0626118067978533,0.0,0.0,0.06618962432915922,0.06618962432915922,0.06618962432915922,0.0,0.06618962432915922,0.0,0.0,0.0,0.0,0.0,0.06440071556350627,0.01073345259391771,0.0,0.0,0.0,0.0,0.012522361359570662,0.007155635062611807,0.0,0.0,0.012522361359570662,0.0,0.0,0.0,0.06618962432915922,0.06618962432915922,0.0,0.008944543828264758,0.06618962432915922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012522361359570662,0.0,0.06618962432915922,0.06618962432915922,0.0,0.0,0.0,0.007155635062611807,0.0626118067978533,0.0,0.0,0.0,0.0,0.01073345259391771,0.0,0.06618962432915922,0.0,0.06618962432915922,0.0,0.0
F7,0.0,0.0,0.08933263268523384,0.03310562270099842,0.0,0.0,0.0,0.0,0.0,0.02469784550709406,0.0,0.0,0.0,0.03625853914871256,0.0,0.0,0.03573305307409354,0.0651602732527588,0.05044666316342617,0.04046242774566474,0.0,0.0,0.0,0.0,0.0,0.02837624802942722,0.0,0.009458749343142408,0.0,0.0,0.03678402522333158,0.0,0.0,0.09090909090909091,0.06358381502890173,0.03205465055176038,0.05990541250656858,0.018917498686284815,0.02837624802942722,0.0,0.0,0.0,0.0,0.0,0.0,0.02995270625328429,0.0,0.0,0.0,0.0,0.029427220178665267,0.0,0.0,0.0,0.05097214923804519,0.0,0.05832895428271151,0.0,0.047293746715712036,0.04046242774566474
FT9,0.0,0.0,0.047763457164518575,0.04700530705079606,0.0,0.0,0.0,0.0,0.0,0.0356330553449583,0.0,0.0,0.0,0.047763457164518575,0.0,0.0,0.047763457164518575,0.047763457164518575,0.047763457164518575,0.047763457164518575,0.0,0.0,0.0,0.0,0.0,0.04094010614101592,0.0,0.013646702047005308,0.0,0.0,0.047763457164518575,0.0,0.0,0.047763457164518575,0.047763457164518575,0.043214556482183475,0.047763457164518575,0.027293404094010616,0.04094010614101592,0.0,0.0,0.0,0.0,0.0,0.0,0.0401819560272934,0.0,0.0,0.0,0.0,0.04245640636846096,0.0,0.0,0.0,0.047763457164518575,0.0,0.047763457164518575,0.0,0.047763457164518575,0.047763457164518575
FC5,0.0,0.043010752688172046,0.0,0.0,0.07168458781362007,0.06929510155316607,0.05734767025089606,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.04540023894862605,0.007168458781362007,0.0,0.0,0.0,0.0,0.011947431302270013,0.0047789725209080045,0.0,0.0,0.009557945041816009,0.0,0.0,0.0,0.07407407407407407,0.07407407407407407,0.0,0.005973715651135006,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008363201911589008,0.0,0.07407407407407407,0.07407407407407407,0.0,0.0,0.0,0.0047789725209080045,0.06571087216248507,0.0,0.0,0.0,0.0,0.007168458781362007,0.0,0.07407407407407407,0.0,0.06929510155316607,0.0,0.0
FC1,0.0,0.03632694248234107,0.0,0.0,0.055499495459132187,0.08779011099899092,0.04843592330978809,0.0,0.08879919273461151,0.0,0.0,0.0,0.0,0.0,0.03834510595358224,0.006054490413723511,0.0,0.0,0.0,0.0,0.012108980827447022,0.004036326942482341,0.0,0.0,0.008072653884964682,0.0,0.0,0.0,0.06659939455095863,0.08879919273461151,0.0,0.005045408678102927,0.07467204843592332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007063572149344097,0.0,0.07265388496468214,0.07568113017154389,0.0,0.0,0.0,0.004036326942482341,0.05852674066599395,0.0,0.0,0.0,0.0,0.006054490413723511,0.0,0.08476286579212916,0.0,0.07063572149344097,0.0,0.0
C3,0.0,0.049786628733997154,0.0,0.0,0.06827880512091039,0.06970128022759602,0.06685633001422475,0.0,0.06970128022759602,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.008534850640113799,0.0,0.0,0.0,0.0,0.01422475106685633,0.005689900426742532,0.0,0.0,0.011379800853485065,0.0,0.0,0.0,0.06970128022759602,0.06970128022759602,0.0,0.007112375533428165,0.06970128022759602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00995732574679943,0.0,0.06970128022759602,0.06970128022759602,0.0,0.0,0.0,0.005689900426742532,0.06258890469416785,0.0,0.0,0.0,0.0,0.008534850640113799,0.0,0.06970128022759602,0.0,0.06970128022759602,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.03415559772296015,0.0,0.0,0.05787476280834915,0.08349146110056926,0.04554079696394687,0.0,0.0920303605313093,0.0,0.0,0.0,0.0,0.0,0.036053130929791274,0.0056925996204933585,0.0,0.0,0.0,0.0,0.011385199240986717,0.003795066413662239,0.0,0.0,0.007590132827324478,0.0,0.0,0.0,0.06925996204933586,0.09013282732447818,0.0,0.004743833017077799,0.0777988614800759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006641366223908918,0.0,0.0730550284629981,0.07874762808349146,0.0,0.0,0.0,0.003795066413662239,0.05787476280834915,0.0,0.0,0.0,0.0,0.0056925996204933585,0.0,0.0872865275142315,0.0,0.06736242884250475,0.0,0.0
CP5,0.0,0.0,0.04523580365736285,0.04523580365736285,0.0,0.0,0.0,0.0,0.0,0.04427333974975938,0.0,0.0,0.0,0.04523580365736285,0.0,0.0,0.04523580365736285,0.04523580365736285,0.04523580365736285,0.04523580365736285,0.0,0.0,0.0,0.0,0.0,0.04523580365736285,0.0,0.017324350336862367,0.0,0.0,0.04523580365736285,0.0,0.0,0.04523580365736285,0.04523580365736285,0.04523580365736285,0.04523580365736285,0.03464870067372473,0.04523580365736285,0.0,0.0,0.0,0.0,0.0,0.0,0.04523580365736285,0.0,0.0,0.0,0.0,0.04427333974975938,0.0,0.0,0.0,0.04523580365736285,0.0,0.04523580365736285,0.0,0.04523580365736285,0.04523580365736285
