,inferiorparietal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.16,0.08,0.13,0.15,0.14,0.1,0.16,0.08
postcentral-lh,0.11320754716981132,0.1320754716981132,0.09433962264150944,0.1509433962264151,0.1320754716981132,0.1509433962264151,0.1320754716981132,0.09433962264150944
postcentral-rh,0.17391304347826086,0.07608695652173914,0.15217391304347827,0.14130434782608695,0.14130434782608695,0.07608695652173914,0.15217391304347827,0.08695652173913043
rostralmiddlefrontal-lh,0.13793103448275862,0.09195402298850575,0.10344827586206896,0.16091954022988506,0.13793103448275862,0.12643678160919541,0.14942528735632185,0.09195402298850575
superiorparietal-lh,0.14772727272727273,0.09090909090909091,0.11363636363636363,0.14772727272727273,0.1590909090909091,0.125,0.13636363636363635,0.07954545454545454
superiorparietal-rh,0.11764705882352941,0.11764705882352941,0.0784313725490196,0.1568627450980392,0.13725490196078433,0.17647058823529413,0.13725490196078433,0.0784313725490196
superiortemporal-rh,0.14285714285714285,0.08791208791208792,0.10989010989010989,0.16483516483516483,0.13186813186813187,0.12087912087912088,0.15384615384615385,0.08791208791208792
supramarginal-rh,0.13559322033898305,0.11864406779661017,0.11864406779661017,0.13559322033898305,0.13559322033898305,0.1016949152542373,0.13559322033898305,0.11864406779661017
