,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-rh
inferiorparietal-rh,0.4166666666666667,0.1,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.15,0.08333333333333333,0.05
parsopercularis-lh,0.17073170731707318,0.43902439024390244,0.21951219512195122,0.0,0.0,0.17073170731707318,0.0,0.0
parstriangularis-rh,0.11764705882352941,0.21568627450980393,0.35294117647058826,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0
postcentral-lh,0.09090909090909091,0.0,0.09090909090909091,0.5151515151515151,0.12121212121212122,0.06060606060606061,0.0,0.12121212121212122
rostralmiddlefrontal-lh,0.08333333333333333,0.0,0.08333333333333333,0.1111111111111111,0.5277777777777778,0.05555555555555555,0.1388888888888889,0.0
superiorparietal-lh,0.21875,0.15625,0.0625,0.0625,0.09375,0.40625,0.0,0.0
superiorparietal-rh,0.14705882352941177,0.0,0.14705882352941177,0.0,0.14705882352941177,0.0,0.5294117647058824,0.029411764705882353
supramarginal-rh,0.13043478260869565,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.6521739130434783
