,postcentral-lh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
postcentral-lh,0.9375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.05128205128205128,0.5384615384615384,0.1282051282051282,0.07692307692307693,0.0,0.0,0.20512820512820512,0.0
precentral-rh,0.05555555555555555,0.09259259259259259,0.3888888888888889,0.14814814814814814,0.0,0.037037037037037035,0.24074074074074073,0.037037037037037035
rostralmiddlefrontal-lh,0.02,0.1,0.14,0.42,0.12,0.0,0.12,0.08
superiorparietal-lh,0.0,0.0,0.0,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0
superiorparietal-rh,0.0,0.0,0.12903225806451613,0.0,0.0,0.6774193548387096,0.1935483870967742,0.0
superiortemporal-rh,0.0,0.16393442622950818,0.22950819672131148,0.11475409836065574,0.0,0.08196721311475409,0.39344262295081966,0.01639344262295082
supramarginal-rh,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.0,0.08333333333333333,0.6388888888888888
