,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fp1,0.09154434841388634,0.002697841726618705,0.016351214330548983,0.0,0.017033219062334026,0.006066824392834726,0.0298464584037468,0.00561054512095022,0.01199966201535416,0.0410542706774178,0.013411954999758582,0.006005262903770943,0.003776978417266187,0.007360822751195017,0.01093380329293612,0.01886678576601806,0.016928202404519338,0.011148664960648931,0.006115107913669065,0.007156824875669933,0.012888078798706001,0.017765921490995124,0.017730915938390227,0.02276688716141181,0.008762251943411714,0.015030660035729806,0.01861691854570035,0.012815653517454492,0.010477524021051614,0.07760368886099174,0.028686446815701802,0.001618705035971223,0.07079329824730819,0.005215827338129497,0.0005154265849065713,0.006869537926705615,0.014684225773743422,0.004652117232388586,0.018437062430592437,0.019505335329052194,0.00734995895900729,0.005575539568345324,0.004136690647482014,0.016206363768045965,0.02074018637439042,0.006378253102216213,0.022597894838491624,0.038799430254454155,0.01730119260296461,0.029322582202694222,0.012743228236202983,0.008042827482980058,0.0035971223021582736,0.009986239196562214,0.008464101202259669,0.0147807928154121,0.050941528656269615,0.0032965573849645115,0.01039423494761238
Fz,0.002298572465521413,0.054507464530351435,0.021185449835235022,0.025384325564018387,0.02223920047233663,0.01946675774981959,0.021064472337049688,0.02290414192065046,0.018681708386731465,0.0051661159919920326,0.02177884828473091,0.014302091063512634,0.014845185430230083,0.018753541246686427,0.015874508678785003,0.02175442089618423,0.011604089951183696,0.018923083660828108,0.017568483514516748,0.012135985137607358,0.014289152716396754,0.01633428114411669,0.017555545167400866,0.009510396607507413,0.015136574925968148,0.019552398540301476,0.019188596462334416,0.021306717194557376,0.010417293052191922,0.0019356399709654004,0.005638247082165567,0.02699410891495332,0.004597144931042826,0.017157855687415437,0.02210557448817243,0.011204661304376171,0.021150113127531574,0.022190635556380282,0.01618916611852169,0.013285416300936572,0.014265015188987089,0.01924923014199559,0.02081160802152224,0.015559851239048322,0.013213873302118628,0.0186690599007526,0.015595767669025802,0.017652095277039523,0.011446906161883862,0.011312700455445628,0.008700050272461563,0.019745498759578792,0.020472813054375896,0.017278253463326742,0.01866848017847857,0.021621954356568093,0.006533364624282258,0.02323057826295496,0.01979493325894618
F3,0.010991912691599257,0.02480196059978985,0.06589123602785861,0.00857207564833431,0.013547398095115118,0.013403859431837653,0.02336383577966354,0.018691371265490753,0.015073072852933253,0.014863529462967963,0.023427714808275726,0.008090550991029266,0.009975756953878982,0.015225942970474991,0.021004995462535328,0.01785532340370523,0.016523411429799288,0.015082404307197527,0.013669391547388582,0.007449707064393664,0.0060725789704040856,0.014267901656415997,0.02336383577966354,0.023154292389698246,0.013800716453926323,0.011685863041345043,0.018538501147949017,0.016776729788610497,0.012817563079549964,0.009482018539834212,0.02553323676659273,0.008037444567919081,0.011789193585089964,0.01800531121877151,0.016118664104684072,0.011040011114158345,0.028462592829955537,0.01807275709669707,0.020156049297172157,0.018647596296644843,0.01599667065241061,0.014097809781583441,0.022358452647445265,0.010188182646319724,0.015138393032783163,0.01746923898711856,0.022855757910803402,0.020529919957019103,0.019032239561993784,0.020786120618305762,0.015617035387612757,0.014204022627803813,0.01003819483125344,0.019612086762492653,0.017072381965029887,0.02983183062091857,0.0035357564754167703,0.018163189336864345,0.01014440767747381
FT9,0.0,0.02344944049363929,0.007398411700796774,0.05249301436958785,0.016745477378244906,0.018602420731132836,0.010867530026582962,0.023247653269441997,0.017572804997453808,0.007791491305379681,0.014873602724843085,0.02316562652428662,0.014149792428685748,0.013353138375708253,0.017805766678155338,0.016309416617869617,0.013204827151115019,0.020646720897977,0.02034353917140823,0.014786328557781867,0.018991564769286363,0.012404237531708145,0.01282405513609308,0.004306129823603143,0.02089542484439605,0.012018218094780365,0.01688148101327717,0.026475938781667895,0.017867614700890988,0.0,0.005459441602753466,0.038359465096892455,0.0011949810794662419,0.01597949689149882,0.034952194793841915,0.021316554304257447,0.016472158252703914,0.024854079930161584,0.012098932984459283,0.00847494415669756,0.008789932582554469,0.02183201809883519,0.02503306472098623,0.009184324042613837,0.014185713416822995,0.01996145530090983,0.014537123721089985,0.01096055250582285,0.013802317690848139,0.004302194257173763,0.014764337089612847,0.02285063809842971,0.026397847602941896,0.01650989198659045,0.0206532801753593,0.01812731438139455,0.01349570128812282,0.029464703335809958,0.026513672515554434
FC5,0.006933038186133647,0.020115921272263207,0.010476809112602833,0.017049115552296414,0.0634665450389697,0.024098010564418383,0.024922671793577076,0.012177730439059498,0.01916232564510198,0.0142396346013389,0.014845408661152491,0.01854364140619596,0.02259036529027418,0.017268170114563296,0.022538640877443568,0.013028379419324835,0.0145358991487777,0.017461320622184424,0.01398197504648606,0.013775872511542057,0.019523224784463826,0.017822094216854937,0.018440652911069624,0.014548976720791912,0.018170083177124353,0.01024484437124352,0.01659792885574844,0.02532225962198577,0.013556776101044728,0.00666242660395793,0.008505150659279113,0.022603066228214386,0.007706226091844395,0.013917424151023903,0.014652048912379138,0.014961307335371259,0.012989607033817095,0.01393045987480767,0.016958744298649395,0.01880155205043147,0.010721642184824132,0.019059378998206093,0.015399332763444133,0.01655932386316248,0.012293670961508709,0.020902103053527278,0.014432910653651366,0.009510219609888286,0.017912298077580175,0.012963954068554013,0.014316970131202155,0.018440694759300068,0.023131504758164726,0.02257745511118175,0.018105783371044865,0.016327275425342274,0.015876339818176974,0.011791220182665015,0.02255159290476644
FC1,0.003875058713010803,0.02085809192179433,0.011222410557677167,0.020465029736579966,0.02801615290020478,0.06669472590264575,0.026813767763634106,0.02298821129924354,0.01908305712989426,0.013794109101045136,0.007395868825370756,0.015190562160433385,0.020104033543535765,0.021061863240752782,0.02058147049027051,0.013196290328956474,0.01299926660239137,0.02023988108950807,0.010915693669814866,0.01399788042000359,0.03322072616753352,0.016267788415088476,0.02234286081436633,0.011788163337595662,0.017127598882980863,0.011259253606408996,0.018040852671156862,0.029350593794101938,0.02118603685475252,0.004412686572422506,0.006808738717338817,0.024061496482235264,0.006613685526605398,0.00733666318060964,0.014565603735753772,0.004371902452027305,0.007640424264724411,0.013508769541296279,0.009773499445921152,0.02239433359881825,0.008226569104840507,0.01868521788811823,0.015394333479391838,0.01731590448132093,0.01059252579341834,0.02278148417653756,0.011767771277398063,0.008101410222924927,0.013577678582198275,0.004266150362393482,0.024268223604941245,0.026110196901911624,0.027564870338145142,0.015564217553365994,0.02187414199585662,0.0118580576464135,0.015435117599787038,0.010154887699162951,0.024896137833368387
C3,0.013628976806429433,0.021669700487235034,0.020479545740205392,0.012252918604393249,0.03070952954832795,0.02783181149401492,0.06825776877407524,0.010589931461779035,0.021009249332731992,0.01741335127501793,0.009256312244460382,0.011191796115428122,0.016026291468581103,0.01498888749232919,0.018616222930360138,0.016192616799627364,0.008397240726638226,0.014048368612895832,0.007480440359918079,0.005676561702882745,0.017515234412545377,0.02584960037854983,0.028174753979579012,0.014086519337833541,0.015661197903188838,0.014872572142577246,0.021942197215588564,0.020195189755495255,0.0174260681833305,0.011364982662122096,0.010819989205415038,0.012221481224076361,0.015965989663815218,0.012609435650225872,0.008900652850583722,0.0016188328539847546,0.018229983808122553,0.01407380242952097,0.022310573517777793,0.024105165874324416,0.003238523359925473,0.012686742623084146,0.01306440522576209,0.017915048095051497,0.011621331874339202,0.0189311586434312,0.022095805638322256,0.023043185733403325,0.020937945923565467,0.018526199049189295,0.019806377677389783,0.019908260814917228,0.0146459450067651,0.014734253584024014,0.02033779657382831,0.01756867500166355,0.01229364228519885,0.011481298011874043,0.013501659852276846
T7,0.002529635072492681,0.019261439147858335,0.014553390042260101,0.02157423072098951,0.012266009012986166,0.0186201058263764,0.008616067298806927,0.06064935111964412,0.007256078531296078,0.015115220253244566,0.019438531091971106,0.017508996361292422,0.013188257439960337,0.020556265816263207,0.028785022930803983,0.01296478868139071,0.020839361907705942,0.015928110752606403,0.019928183013197515,0.017827091104638933,0.0211843486193289,0.01837933320757686,0.017284046178303585,0.017992023023310707,0.011687265873215748,0.013848376046091394,0.017053952160525833,0.022995328245792673,0.013047254640726596,0.004407258222481636,0.00890617958090174,0.019651321249518947,0.006111842770171487,0.016513479151584944,0.022978024385562762,0.01913368686704084,0.015395744427292841,0.006866196429635468,0.014528370429846817,0.023699251748986128,0.014360475662336628,0.012159613934212245,0.024992596992971794,0.015487798494675267,0.017534015973705703,0.01727742091909546,0.02206388264221592,0.010874375373853913,0.018987149301574226,0.01193357325824816,0.014308564081646897,0.018447067224077296,0.02115083139184433,0.021810949997975386,0.012133112897379755,0.01719752687715403,0.011088646955820961,0.018360547922927743,0.020762430714602927
TP9,0.005696068192261145,0.016186968730255605,0.010849338857682711,0.015971897207243808,0.01885151806711699,0.015538341681680156,0.017132609466798364,0.007619810876971411,0.06299821134884909,0.002471658930859923,0.022002516362412836,0.02084521658239833,0.006162084929449545,0.01293692321630974,0.009150947790598652,0.03470389317847046,0.00573876684250605,0.01328171161783778,0.011868390560330847,0.014923796772510975,0.008273556644856942,0.02473023922675944,0.019623037035128577,0.011735261202274553,0.04729090927394208,0.027012377575163702,0.019846639756990504,0.006486398453737271,0.03625550496933802,0.006414693727401921,0.004463651206371236,0.022478770538221393,0.008364030008662579,0.009043412029092753,0.020976639700684592,0.012406069367860345,0.020116310952643143,0.045177688662770416,0.02269038692569889,0.00763346079513162,0.01368114234800091,0.018899292780677722,0.02277919670572875,0.010886876132623288,0.006581990536852988,0.024865074824585755,0.012974503147244567,0.021142187614371383,0.014367349327511188,0.01676730353203576,0.017465496845930472,0.013718722278935737,0.00938478795108074,0.010813507822512163,0.019228725024275528,0.014341755730960797,0.024986260504251866,0.011274363184396233,0.00989175444274977
CP5,0.024354905105455023,0.007109983590705417,0.01617821312675337,0.01069958785340727,0.02294567306726446,0.017430326832664995,0.021134310966935403,0.022170315893135274,0.004797178996254556,0.07534079894956255,0.009751476324788042,0.014224184169219287,0.022227505828919553,0.009437239660230187,0.02148285211658673,0.007681266984036853,0.01981055585016559,0.021878964679268226,0.013636648789165394,0.015521452812001188,0.03251112810962577,0.01133587919362854,0.014272940129386662,0.022506822043872592,0.006320790906013671,0.006567603147521795,0.015658102169749208,0.029321237432902512,0.012096784892683819,0.019977908669709974,0.024008164467452246,0.007303822884237714,0.022494787044958588,0.009396301711168365,0.015670137168663213,0.018274908941492467,0.025144097790146765,0.0012400787069976223,0.01092413060873593,0.01738337138414617,0.00376719156951169,0.017630183625654296,0.008729306909150731,0.0213281502604677,0.013636648789165394,0.012180461302456012,0.016606213698368434,0.013481946933046364,0.014399354999869227,0.012447742518495045,0.01155620496114875,0.026745368610221067,0.015990391332678072,0.02264347140162061,0.015384803454253169,0.015264406083227608,0.01935185181675416,0.010399802663923319,0.028234060070375367
