,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parsopercularis-lh,0.28125,0.09375,0.0,0.0,0.3125,0.3125,0.0,0.0
parstriangularis-rh,0.2631578947368421,0.21052631578947367,0.0,0.0,0.2631578947368421,0.2631578947368421,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.7222222222222222,0.0,0.0,0.0,0.2777777777777778,0.0
superiorparietal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
superiortemporal-lh,0.11842105263157894,0.039473684210526314,0.0,0.0,0.39473684210526316,0.39473684210526316,0.0,0.05263157894736842
superiortemporal-rh,0.11842105263157894,0.039473684210526314,0.0,0.0,0.39473684210526316,0.39473684210526316,0.0,0.05263157894736842
supramarginal-lh,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.631578947368421,0.0
supramarginal-rh,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.6923076923076923
