,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.14285714285714285,0.12087912087912088,0.07692307692307693,0.12087912087912088,0.16483516483516483,0.16483516483516483,0.12087912087912088,0.08791208791208792
parsopercularis-lh,0.07692307692307693,0.2,0.05384615384615385,0.11538461538461539,0.17692307692307693,0.16923076923076924,0.14615384615384616,0.06153846153846154
parstriangularis-rh,0.11428571428571428,0.11428571428571428,0.17142857142857143,0.11428571428571428,0.12857142857142856,0.11428571428571428,0.11428571428571428,0.12857142857142856
postcentral-lh,0.09615384615384616,0.15384615384615385,0.0673076923076923,0.14423076923076922,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693
rostralmiddlefrontal-lh,0.07142857142857142,0.12637362637362637,0.038461538461538464,0.08241758241758242,0.3131868131868132,0.19230769230769232,0.1043956043956044,0.07142857142857142
rostralmiddlefrontal-rh,0.08280254777070063,0.14012738853503184,0.044585987261146494,0.09554140127388536,0.2229299363057325,0.24203821656050956,0.12101910828025478,0.050955414012738856
superiortemporal-lh,0.08547008547008547,0.17094017094017094,0.05982905982905983,0.1282051282051282,0.15384615384615385,0.17094017094017094,0.1623931623931624,0.06837606837606838
superiortemporal-rh,0.10588235294117647,0.10588235294117647,0.08235294117647059,0.10588235294117647,0.15294117647058825,0.10588235294117647,0.10588235294117647,0.23529411764705882
