,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,paracentral-rh,posteriorcingulate-rh
caudalanteriorcingulate-lh,0.2805059523809524,0.26339285714285715,0.15252976190476192,0.060267857142857144,0.0,0.1949404761904762,0.0,0.04836309523809524
caudalanteriorcingulate-rh,0.2200488997555012,0.2940097799511002,0.14364303178484109,0.07885085574572127,0.0,0.20721271393643031,0.0,0.05623471882640587
frontalpole-lh,0.20155793573515093,0.22882181110029212,0.33982473222979553,0.04186952288218111,0.0,0.18792599805258034,0.0,0.0
frontalpole-rh,0.057412790697674417,0.09229651162790697,0.029796511627906978,0.4258720930232558,0.0014534883720930232,0.1882267441860465,0.0,0.20494186046511628
insula-rh,0.0,0.0,0.0,0.008620689655172414,0.9418103448275862,0.0,0.04956896551724138,0.0
medialorbitofrontal-lh,0.14672686230248308,0.1901805869074492,0.10553047404063205,0.14841986455981943,0.0,0.3148984198645598,0.0,0.09424379232505643
paracentral-rh,0.0,0.0,0.0,0.0,0.03930817610062893,0.0,0.9245283018867925,0.036163522012578615
posteriorcingulate-rh,0.05012325390304026,0.07230895645028759,0.0,0.228430566967954,0.0,0.13393590797041907,0.020542317173377157,0.49465899753492193
