,entorhinal-rh,frontalpole-lh,isthmuscingulate-lh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-rh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.5454545454545454,0.022727272727272728,0.25,0.1590909090909091,0.022727272727272728,0.0,0.0
isthmuscingulate-lh,0.0,0.0,0.6341463414634146,0.21951219512195122,0.0,0.0,0.0,0.14634146341463414
isthmuscingulate-rh,0.0,0.18518518518518517,0.2037037037037037,0.42592592592592593,0.12962962962962962,0.018518518518518517,0.0,0.037037037037037035
parahippocampal-rh,0.0,0.21052631578947367,0.0,0.18421052631578946,0.5789473684210527,0.02631578947368421,0.0,0.0
pericalcarine-rh,0.0,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.875,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.8095238095238095
