,F7,FC5,C3,FC6,F8,AF7,FT7,FC3
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.49855907780979825,0.0,0.0,0.0,0.0,0.5014409221902018,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.4627659574468085,0.0,0.0,0.0,0.0,0.5372340425531915,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
