,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,paracentral-lh,parahippocampal-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.7638724911452184,0.07792207792207792,0.03896103896103896,0.04132231404958678,0.0,0.031877213695395513,0.0,0.04604486422668241
frontalpole-lh,0.05472636815920398,0.5414593698175788,0.06799336650082918,0.0,0.15339966832504145,0.03814262023217247,0.0,0.14427860696517414
frontalpole-rh,0.030755711775043937,0.07381370826010544,0.47363796133567665,0.0,0.09402460456942004,0.2557117750439367,0.0,0.07205623901581722
insula-rh,0.06642728904847396,0.0,0.0,0.6391382405745063,0.059245960502693,0.0,0.23518850987432674,0.0
medialorbitofrontal-lh,0.0,0.19358288770053475,0.11871657754010695,0.0374331550802139,0.5336898395721925,0.05561497326203209,0.06096256684491978,0.0
paracentral-lh,0.030623020063357972,0.050686378035902854,0.3093980992608237,0.0,0.05279831045406547,0.48468848996832103,0.0,0.07180570221752904
parahippocampal-rh,0.0,0.0,0.0,0.22727272727272727,0.09259259259259259,0.0,0.6801346801346801,0.0
rostralanteriorcingulate-rh,0.04180064308681672,0.19292604501607716,0.09003215434083602,0.0,0.0,0.07288317256162916,0.0,0.602357984994641
