,frontalpole-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh
frontalpole-rh,0.375,0.0,0.0,0.0,0.40625,0.0,0.21875,0.0
lateralorbitofrontal-lh,0.0,0.5321100917431193,0.0,0.23853211009174313,0.0,0.0,0.0,0.22935779816513763
lateralorbitofrontal-rh,0.0,0.0,0.9545454545454546,0.0,0.0,0.0,0.045454545454545456,0.0
medialorbitofrontal-lh,0.0,0.32941176470588235,0.0,0.3764705882352941,0.0,0.0,0.058823529411764705,0.23529411764705882
medialorbitofrontal-rh,0.23214285714285715,0.0,0.0,0.017857142857142856,0.5535714285714286,0.0,0.19642857142857142,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parsorbitalis-rh,0.11904761904761904,0.023809523809523808,0.0,0.16666666666666666,0.21428571428571427,0.0,0.47619047619047616,0.0
rostralanteriorcingulate-lh,0.0,0.373134328358209,0.0,0.26865671641791045,0.0,0.0,0.0,0.3582089552238806
