,Fp1,Fz,F8,Fp2,AF7,AFz,AF8,AF4
Fp1,0.3283582089552239,0.3358208955223881,0.0,0.0,0.0,0.0,0.3358208955223881,0.0
Fz,0.17786561264822134,0.5691699604743083,0.0,0.0,0.0,0.0,0.25296442687747034,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.25862068965517243,0.3735632183908046,0.0,0.0,0.0,0.0,0.367816091954023,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
