,Fp1,Fz,F8,Fp2,AF7,AFz,AF8,AF4
Fp1,0.2608695652173913,0.0,0.0,0.23440453686200377,0.24007561436672967,0.24007561436672967,0.024574669187145556,0.0
Fz,0.0,0.36794582392776526,0.37020316027088035,0.0,0.0,0.0,0.0,0.2618510158013544
F8,0.0,0.31721470019342357,0.4526112185686654,0.0,0.0,0.0,0.0,0.23017408123791103
Fp2,0.22743682310469315,0.0,0.0,0.2563176895306859,0.2581227436823105,0.2581227436823105,0.0,0.0
AF7,0.2113144758735441,0.0,0.0,0.23793677204658903,0.2895174708818636,0.2612312811980033,0.0,0.0
AFz,0.21308724832214765,0.0,0.0,0.23993288590604026,0.2600671140939597,0.28691275167785235,0.0,0.0
AF8,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0
AF4,0.0,0.3247863247863248,0.33903133903133903,0.0,0.0,0.0,0.0,0.33618233618233617
