,TP9,F4,Fp2,AF7,AFz,C2,AF8,AF4
TP9,0.4791666666666667,0.0,0.0,0.0,0.0,0.5208333333333334,0.0,0.0
F4,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2,0.4067796610169492,0.0,0.0,0.0,0.0,0.5932203389830508,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
