,frontalpole-lh,frontalpole-rh,insula-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.29360967184801384,0.2469775474956822,0.0,0.16062176165803108,0.20552677029360966,0.09326424870466321,0.0,0.0
frontalpole-rh,0.24521739130434783,0.271304347826087,0.0,0.16521739130434782,0.22434782608695653,0.09391304347826086,0.0,0.0
insula-lh,0.0,0.0,0.5982905982905983,0.0,0.0,0.0,0.3717948717948718,0.029914529914529916
lateralorbitofrontal-rh,0.22916666666666666,0.23842592592592593,0.0,0.23842592592592593,0.16898148148148148,0.125,0.0,0.0
medialorbitofrontal-rh,0.2015065913370998,0.22033898305084745,0.0,0.1224105461393597,0.3615819209039548,0.08097928436911488,0.013182674199623353,0.0
parsorbitalis-rh,0.20689655172413793,0.20689655172413793,0.0,0.20689655172413793,0.18007662835249041,0.19923371647509577,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.4036697247706422,0.0,0.022935779816513763,0.0,0.5412844036697247,0.03211009174311927
rostralanteriorcingulate-rh,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
