,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,paracentral-lh,posteriorcingulate-lh,rostralanteriorcingulate-lh
caudalanteriorcingulate-lh,0.2306782334384858,0.15891167192429023,0.07294952681388013,0.07689274447949526,0.005126182965299685,0.18020504731861198,0.15772870662460567,0.11750788643533124
caudalanteriorcingulate-rh,0.15115321252059308,0.21622734761120263,0.04654036243822076,0.13179571663920922,0.013591433278418451,0.17833607907743,0.13920922570016475,0.12314662273476112
frontalpole-lh,0.11104441776710684,0.07082833133253301,0.3877551020408163,0.09123649459783914,0.014405762304921969,0.10384153661464586,0.08643457382953182,0.13445378151260504
frontalpole-rh,0.07703213610586011,0.13752362948960303,0.06332703213610585,0.2887523629489603,0.07088846880907372,0.13516068052930058,0.10160680529300567,0.12570888468809074
medialorbitofrontal-rh,0.018666666666666668,0.03333333333333333,0.021333333333333333,0.176,0.644,0.0013333333333333333,0.0,0.10533333333333333
paracentral-lh,0.1610738255033557,0.1644295302013423,0.061894108873974646,0.11707680835197613,0.0022371364653243847,0.22781506338553317,0.1726323639075317,0.09284116331096197
posteriorcingulate-lh,0.16028607488430796,0.14850652082456878,0.058897770298695834,0.09633992427429533,0.0,0.19604543542280184,0.2553639040807741,0.08456037021455616
rostralanteriorcingulate-lh,0.13143382352941177,0.140625,0.09972426470588236,0.1323529411764706,0.03860294117647059,0.11534926470588236,0.0896139705882353,0.2522977941176471
